@relation 'MyTomcat-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 200 -T 0-weka.filters.unsupervised.attribute.Remove-R1'

@attribute cumulative_bug_count numeric
@attribute change_log_length numeric
@attribute changed_LOC numeric
@attribute CountDeclmethodName_delta numeric
@attribute CountDeclClassVariable_delta numeric
@attribute AvgLineCode_delta numeric
@attribute CountDeclmethodNameProtected_delta numeric
@attribute CountLine_delta numeric
@attribute CountStmt_delta numeric
@attribute CountLineComment_delta numeric
@attribute CountLineBlank_delta numeric
@attribute CountLineCodeExe_delta numeric
@attribute CountStmtExe_delta numeric
@attribute CountLineCode_delta numeric
@attribute s26 numeric
@attribute s29 numeric
@attribute s128 numeric
@attribute s249 numeric
@attribute s289 numeric
@attribute s321 numeric
@attribute s442 numeric
@attribute s498 numeric
@attribute s615 numeric
@attribute s641 numeric
@attribute s777 numeric
@attribute s862 numeric
@attribute s867 numeric
@attribute s981 numeric
@attribute s1097 numeric
@attribute s1133 numeric
@attribute s1197 numeric
@attribute s1201 numeric
@attribute s1375 numeric
@attribute s1659 numeric
@attribute s1941 numeric
@attribute s1951 numeric
@attribute s2233 numeric
@attribute s2603 numeric
@attribute s2698 numeric
@attribute s2987 numeric
@attribute s3139 numeric
@attribute s3158 numeric
@attribute s3586 numeric
@attribute s3761 numeric
@attribute s3821 numeric
@attribute s6023 numeric
@attribute s7477 numeric
@attribute bug_introducing {0,1}

@data
16,227,2,0,0,0,0,-2,-2,0,0,-2,-2,-2,2,1,3,48,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
10,227,4,0,0,0,0,4,3,0,0,3,3,4,0,1,2,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,7,7,0,0,0,0,0,0,0,0,0,0,1
9,227,2,0,0,0,0,-2,-2,0,0,-2,-2,-2,1,1,2,45,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0
10,227,5,0,0,0,0,5,3,0,0,4,3,5,0,1,1,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,3,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0
4,220,8,0,0,1,0,2,2,0,0,1,2,2,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2,417,12,0,0,0,0,10,2,5,2,2,2,3,1,1,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
17,166,10,0,0,0,0,2,1,0,0,1,1,2,2,1,3,48,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1
11,166,1,0,0,0,0,-1,0,-1,0,0,0,0,1,1,3,22,0,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,166,10,0,0,0,0,2,1,0,0,1,1,2,1,1,2,45,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1
10,166,1,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,3,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0
2,232,32,2,0,0,0,30,7,13,8,5,3,9,0,1,1,5,0,0,4,0,0,0,2,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
10,175,1,0,0,0,0,1,1,0,0,1,1,1,1,1,2,45,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0
17,222,2,0,0,0,0,2,1,0,1,1,1,1,2,1,3,48,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
2,232,3,0,0,0,0,3,2,0,0,3,2,3,5,1,4,10,2,0,6,0,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,255,12,2,0,-10,0,8,4,0,2,2,2,6,0,1,1,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,461,20,0,0,2,0,14,8,1,0,10,8,13,2,1,11,26,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2,461,25,-2,0,1,0,-25,-8,-8,-6,-6,-5,-11,1,1,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
10,461,19,-1,0,0,0,1,-2,3,0,-1,-1,-2,0,1,13,32,0,0,47,0,0,0,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
5,202,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,22,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
32,157,25,0,6,0,0,15,6,0,3,6,0,12,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,157,10,0,0,1,0,10,3,0,4,6,3,6,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2,147,12,0,0,0,0,2,0,2,0,0,0,0,0,1,4,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6,166,6,2,0,0,0,4,6,-1,1,4,3,4,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0
4,184,41,1,0,-1,0,9,5,0,1,4,3,8,0,1,2,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,164,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,154,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,163,10,0,0,0,0,-4,-4,0,0,-2,0,-4,0,1,3,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
50,223,3,0,0,0,0,1,3,1,0,1,3,1,1,1,3,52,3,29,0,0,0,12,1,1,0,0,0,0,0,0,8,0,42,30,6,0,0,0,0,0,0,0,0,0,0,1
1,184,14,0,0,0,0,2,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,184,5,0,0,0,0,1,0,0,0,0,0,1,3,1,2,3,0,0,0,0,0,0,13,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3,231,10,0,0,1,0,8,4,1,2,4,3,5,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1
1,231,13,2,0,0,0,13,5,3,3,3,2,7,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,188,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,256,85,5,0,-1,3,-25,-6,-9,2,-15,-4,-20,1,1,3,54,3,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,54,30,6,0,0,0,0,0,0,0,0,0,0,1
6,256,16,0,0,0,0,-1,0,0,0,0,0,-1,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,166,94,4,5,0,0,92,9,73,8,5,0,11,0,1,4,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1
2,166,18,4,0,-1,0,18,8,0,4,4,4,14,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
3,147,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
4,150,72,4,-5,0,0,-20,-3,-18,1,-5,0,-3,0,1,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
3,150,8,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
5,196,19,2,0,0,0,15,2,11,2,0,0,2,0,1,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
4,196,10,2,0,0,0,8,4,0,2,2,2,6,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
6,148,9,1,0,0,0,9,1,6,1,0,0,2,0,1,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
5,148,5,1,0,0,0,5,2,0,1,1,1,4,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
4,171,21,0,4,0,0,21,4,12,5,4,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,202,8,0,0,0,0,8,6,0,0,6,6,8,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,193,6,0,0,0,0,1,0,2,0,0,0,-1,0,1,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,171,32,0,0,0,0,2,1,0,0,1,0,2,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,219,66,0,0,2,5,36,21,2,1,26,18,33,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,148,10,0,0,0,0,2,-1,2,0,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3,148,4,1,0,-1,0,4,2,0,1,1,1,3,0,1,1,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,148,6,0,0,0,0,2,4,0,-1,3,3,3,2,1,3,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
51,207,12,-2,0,0,0,-9,-6,-3,-2,-3,-2,-4,1,1,3,48,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,42,30,6,0,0,0,0,0,0,0,0,0,0,0
51,157,8,0,0,0,0,-4,-2,1,-3,-2,-1,-2,1,1,3,48,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,42,30,6,0,0,0,0,0,0,0,0,0,0,0
52,199,7,2,0,0,0,7,5,3,1,3,2,3,1,1,13,48,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,42,30,6,0,0,0,0,0,0,0,0,0,0,1
4,200,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,1,1,3,27,0,2,2,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,2,0,0,0
5,215,6,0,0,0,0,0,0,0,0,0,0,0,0,1,7,31,0,2,97,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,1,0,0,0,12,1,0,0,0,1
2,198,17,0,0,0,0,17,5,7,4,6,5,6,0,1,1,18,0,0,2,1,0,0,1,1,0,0,0,7,4,0,17,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1,419,2,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,163,3,0,0,0,0,1,1,0,0,1,1,1,3,1,4,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
18,234,11,0,0,0,0,-9,-6,-1,0,-6,-6,-8,2,1,3,48,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1
10,234,9,-2,0,0,0,-9,-5,0,-2,-3,-3,-7,0,1,2,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0
52,234,7,-2,0,0,0,-7,-5,-3,-1,-3,-2,-3,1,1,3,48,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,42,30,6,0,0,0,0,0,0,0,0,0,0,0
3,220,24,0,0,-1,0,-20,-12,0,0,-16,-12,-20,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,141,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,240,18,0,0,0,0,8,8,1,0,7,7,8,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,152,5,0,0,0,0,-1,0,0,-1,0,0,0,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,179,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,8,0,7,0,0,0,0,2,21,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1
6,179,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,179,2,0,0,0,0,-1,0,0,0,0,0,-1,1,1,1,6,2,6,0,0,0,0,2,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,150,4,0,0,0,0,4,2,0,1,3,2,3,1,1,1,8,2,6,0,0,0,0,2,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,167,3,0,0,0,0,-3,-2,-1,0,-2,-2,-2,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,133,4,1,0,0,0,3,2,0,1,1,1,2,0,0,2,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,160,64,4,0,-2,0,44,24,8,7,11,6,29,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,267,37,3,1,0,3,31,15,7,4,9,6,20,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,267,15,0,0,1,0,13,11,0,2,11,9,11,2,0,1,22,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4,214,9,0,0,0,0,-4,-4,0,1,-4,-3,-5,0,0,2,5,0,0,6,0,0,0,2,1,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
0,428,45,4,0,1,0,45,8,21,9,0,0,15,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,428,437,16,0,17,7,437,220,77,46,188,126,314,0,0,2,34,0,0,0,0,0,0,12,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,428,29,3,0,1,0,29,6,18,4,0,0,7,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,428,55,6,0,3,0,55,16,21,11,6,6,23,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,428,44,2,0,5,0,44,10,21,8,4,3,15,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,428,94,0,-1,-3,-1,-52,-26,-5,-10,-27,-18,-37,0,0,1,10,0,0,0,0,0,0,11,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
11,428,100,2,0,0,0,32,35,-6,2,20,17,36,0,0,1,26,0,10,38,0,0,1,11,0,0,1,0,1,0,0,37,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0
8,428,165,-2,-1,-2,-1,-135,-62,-18,-14,-74,-46,-103,0,0,8,24,0,0,1,0,0,0,11,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0
1,428,16,2,0,0,0,14,8,0,4,4,2,10,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,428,14,2,0,0,0,12,8,0,2,4,2,10,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,428,14,2,0,0,0,12,8,0,2,4,2,10,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,428,3,0,0,1,0,3,1,0,0,3,1,3,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,428,17,0,0,0,0,-1,-2,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,428,300,2,0,-1,2,32,13,8,9,11,11,15,0,0,1,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,428,3,0,1,0,0,3,1,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,13,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,428,17,1,0,0,0,5,3,0,1,2,1,4,1,0,3,12,0,0,23,0,0,0,17,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,428,95,2,0,0,0,1,-2,-1,1,-4,-4,1,1,0,7,128,1,0,0,0,0,1,16,2,0,0,0,3,2,0,34,0,0,0,0,0,1,3,0,0,2,0,0,1,0,0
3,428,23,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,1,2,0,0,0,0,0,0,11,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,428,19,0,0,0,0,-7,-5,0,0,-5,-5,-7,0,0,1,18,0,0,0,0,0,0,11,0,0,0,0,2,1,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2,201,4,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
18,181,8,0,0,0,0,8,8,0,0,8,6,8,2,0,3,49,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
10,181,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0
5,181,20,1,0,1,0,18,14,1,1,12,10,16,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,181,7,0,0,0,0,1,0,0,1,0,0,0,2,0,1,22,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
10,181,3,1,0,0,1,3,2,0,0,1,1,3,0,0,3,32,0,0,47,0,0,0,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
18,154,11,0,0,0,0,-7,-8,1,0,-7,-6,-8,2,0,3,48,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
5,205,11,0,0,0,0,-4,-3,0,1,-3,-2,-5,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5,173,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,173,1,0,0,0,0,-1,0,0,-1,0,0,0,2,0,11,22,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
52,128,12,-3,0,0,0,-12,-13,-2,0,-10,-9,-10,1,0,3,48,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,42,30,6,0,0,0,0,0,0,0,0,0,0,0
5,147,31,0,0,0,0,21,13,3,1,11,10,17,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,159,16,2,0,0,0,12,6,0,4,4,2,8,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19,318,32,1,0,0,0,28,25,0,1,24,17,27,2,0,3,59,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1
52,318,14,4,1,0,0,12,10,1,2,6,4,10,1,0,3,48,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,38,30,6,0,0,0,0,0,0,0,0,0,0,0
5,318,18,1,0,1,1,14,9,0,3,8,7,11,0,0,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,318,26,2,0,0,0,26,2,20,2,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,18,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,324,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,48,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,38,30,6,0,0,0,0,0,0,0,0,0,0,0
0,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,324,24,0,0,1,0,20,12,4,0,14,12,16,2,0,1,30,0,12,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
6,136,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,28,0,8,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
5,136,8,1,0,-1,1,8,2,3,2,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
11,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,47,0,0,0,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
5,136,8,1,0,0,0,8,2,3,2,1,1,3,1,0,1,13,0,25,8,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,136,13,2,0,0,0,14,6,0,6,4,3,8,0,0,1,3,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6,156,16,-2,0,0,0,-12,-6,0,-4,-4,-2,-8,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
20,286,4,0,0,0,0,1,-2,2,1,-2,-2,-2,2,0,3,53,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1
6,286,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
21,234,6,0,0,0,0,7,6,0,1,6,4,6,2,0,13,53,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1
52,159,18,1,0,0,0,12,10,2,0,10,8,11,1,0,3,50,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,38,30,6,0,0,0,0,0,0,0,0,0,0,0
21,220,3,0,0,0,0,1,0,1,0,0,0,0,2,0,3,53,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
10,220,10,1,0,0,0,10,6,0,2,5,4,8,0,0,2,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,9,7,0,0,0,0,0,0,0,0,0,0,0
52,220,2,1,0,0,0,4,2,0,2,1,1,2,1,0,3,49,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,38,30,6,0,0,0,0,0,0,0,0,0,0,0
6,220,2,0,0,0,0,-1,0,0,0,0,0,-1,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
21,203,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,2,0,3,53,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
21,171,26,0,0,0,0,-2,0,-1,-1,0,0,0,2,0,3,53,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
12,171,90,0,0,1,0,0,23,0,-28,23,21,28,1,0,3,22,0,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,171,1,0,0,0,0,1,1,0,0,1,1,1,1,0,3,49,1,28,0,0,0,2,1,1,0,0,0,0,0,0,8,0,40,30,6,0,0,0,0,0,0,0,0,0,0,0
