@relation 'MyJedit-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 200 -T 0-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 60 -T 0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 60 -T 0'

@attribute cumulative_bug_count numeric
@attribute change_log_length numeric
@attribute changed_LOC numeric
@attribute AvgLine numeric
@attribute RatioCommentToCode numeric
@attribute CountLineCodeExe_delta numeric
@attribute AvgLine_delta numeric
@attribute CountDeclInstanceVariable_delta numeric
@attribute CountStmtExe_delta numeric
@attribute CountLineComment_delta numeric
@attribute CountDeclInstancemethodName_delta numeric
@attribute CountDeclmethodName_delta numeric
@attribute CountLineBlank_delta numeric
@attribute SumEssential_delta numeric
@attribute SumCyclomaticStrict_delta numeric
@attribute AvgLineBlank_delta numeric
@attribute s13 numeric
@attribute s29 numeric
@attribute s70 numeric
@attribute s91 numeric
@attribute s98 numeric
@attribute s139 numeric
@attribute s145 numeric
@attribute s200 numeric
@attribute s219 numeric
@attribute s259 numeric
@attribute s262 numeric
@attribute s263 numeric
@attribute s264 numeric
@attribute s266 numeric
@attribute s269 numeric
@attribute s334 numeric
@attribute s390 numeric
@attribute s639 numeric
@attribute s701 numeric
@attribute s788 numeric
@attribute s859 numeric
@attribute s909 numeric
@attribute s910 numeric
@attribute s1092 numeric
@attribute s1520 numeric
@attribute s1736 numeric
@attribute s2159 numeric
@attribute s2473 numeric
@attribute s2752 numeric
@attribute s3313 numeric
@attribute s3871 numeric
@attribute s4914 numeric
@attribute s5303 numeric
@attribute s6036 numeric
@attribute s6336 numeric
@attribute s6363 numeric
@attribute s6569 numeric
@attribute s6949 numeric
@attribute s7559 numeric
@attribute s9135 numeric
@attribute s9227 numeric
@attribute s9439 numeric
@attribute s11467 numeric
@attribute bug_introducing {0,1}

@data
14,220,4,19,0.24,-4,-1,0,-4,0,0,0,0,0,0,0,1,47,0,0,0,2,2,0,0,1,0,0,1,0,0,19,0,0,2,17,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,220,14,19,0.08,4,0,0,4,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,2,0,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,220,10,38,0.51,-6,-3,-1,-4,-2,0,0,-1,0,0,0,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,220,9,72,0.47,-3,0,0,0,6,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,220,7,51,0.3,-4,-2,-1,-4,-1,0,0,-1,0,0,0,1,23,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,220,1,25,0.15,1,0,0,1,0,0,0,0,0,0,0,1,74,0,0,21,0,0,0,0,1,0,0,2,0,0,15,0,0,2,0,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,220,2,25,0.32,-2,-1,0,-2,0,0,0,0,0,0,0,1,17,0,0,1,5,0,0,4,1,0,0,1,0,0,11,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,220,50,37,0.24,23,0,0,13,2,1,1,4,1,7,0,15,13,0,0,0,3,0,0,0,3,0,0,3,0,0,20,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,220,43,19,0.39,-7,0,0,-6,16,2,2,2,1,0,0,1,86,0,0,1,691,0,0,4,5,0,0,3,0,0,228,0,8,0,0,2,70,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,220,3,13,0.44,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
48,146,5,11,0.64,4,0,0,4,0,0,0,2,0,2,0,12,14,0,0,0,131,0,0,1,6,0,0,1,0,0,63,0,12,0,0,2,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,148,6,28,0.2,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,4,0,0,0,1,0,0,1,0,0,7,0,0,0,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,148,2,15,0.25,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,2,12,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52,136,2,37,0.24,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,3,0,0,0,3,0,0,3,0,0,20,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,139,7,17,0.19,-1,0,0,-1,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,3,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,188,25,19,0.58,-3,0,0,-2,0,0,0,0,1,-1,0,1,80,0,0,4,19,1,0,0,6,0,0,1,0,0,137,0,3,0,0,2,53,1,0,1,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,188,11,10,0.58,2,0,0,0,4,1,1,0,1,1,0,1,40,0,0,0,2,2,0,0,4,0,0,1,0,0,61,0,0,0,0,2,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,188,8,12,0.28,-5,-1,-1,-4,-1,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,3,0,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,188,4,16,0.24,2,0,0,2,0,0,0,0,0,0,0,1,43,0,0,0,6,0,0,0,2,0,0,0,0,0,38,0,0,0,0,2,6,1,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
5,148,6,10,0.85,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,2,0,0,0,1,0,0,0,0,0,12,3,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1
1,148,113,20,0.45,33,20,3,24,31,3,3,16,3,9,3,1,22,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
1,148,355,15,0.25,-141,-4,-6,-105,-55,-9,-9,-36,-13,-32,0,1,53,0,1,0,2,2,0,0,1,0,0,1,0,0,23,0,0,2,23,4,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16,148,348,23,0.32,-157,4,-15,-101,-45,-15,-15,-45,-26,-50,1,1,45,0,1,0,2,2,0,0,1,0,0,1,0,0,21,0,0,2,17,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15,148,22,19,0.25,0,0,0,0,2,0,0,2,0,0,0,1,49,0,1,0,2,2,0,0,1,0,0,1,0,0,19,0,0,2,23,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,144,8,21,0.42,1,1,1,1,-1,0,0,1,0,0,0,1,111,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,144,16,15,0.25,8,0,0,6,2,1,1,4,1,2,0,1,123,0,0,0,0,2,0,0,1,0,0,0,0,0,12,0,0,2,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,144,21,23,0.32,-1,0,1,-2,0,0,0,-1,-4,-1,0,1,135,0,0,0,2,0,0,0,1,0,0,0,0,0,12,0,0,4,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,144,1,23,0.42,0,0,0,0,0,0,0,0,0,0,0,1,1162,0,0,0,9,3,0,0,7,0,0,1,0,0,87,1,1,0,0,3,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,153,14,13,0.43,1,0,0,1,0,0,0,2,0,0,0,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
7,139,36,10,0.88,-2,0,0,-2,0,0,0,0,0,0,0,1,17,0,0,0,2,0,0,0,1,0,0,0,0,0,10,5,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,1
3,139,21,14,0.37,3,-7,3,3,2,2,2,3,2,2,-1,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9,164,9,10,0.88,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,2,0,0,0,1,0,0,0,0,0,10,3,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1
5,164,66,15,0.28,26,1,0,15,6,3,3,6,3,7,-1,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,164,11,22,0.22,-8,-1,-2,-7,0,0,0,-1,0,0,0,1,19,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,164,7,19,0.39,2,0,0,2,2,1,1,1,1,1,0,1,86,0,0,1,691,0,0,4,5,0,0,3,0,0,228,0,8,0,0,2,70,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,152,5,19,0.39,3,0,0,2,0,0,0,0,0,1,0,1,86,0,0,1,1691,0,0,4,5,0,0,3,0,0,227,0,8,0,0,2,70,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,137,16,17,0.74,8,0,0,8,1,0,0,1,0,6,0,1,44,0,0,3,13,0,0,0,7,0,0,0,0,0,48,0,1,0,0,2,5,1,0,1,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,154,3,23,0.32,0,0,0,0,1,0,0,0,0,0,0,1,30,0,0,0,2,0,0,0,1,0,0,0,0,0,12,0,0,3,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,162,6,17,0.74,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,13,1,0,0,7,0,0,0,0,0,48,0,1,0,0,2,5,1,0,1,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,162,11,68,0.27,-7,-2,-1,-5,-2,0,0,-1,0,0,0,1,29,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,162,17,8,0.28,3,-2,0,3,2,2,2,3,2,2,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,14,0,0,0,0,2,2,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,162,2,23,0.42,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,9,13,0,0,7,0,0,1,0,0,87,1,1,0,0,3,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,162,2,32,0.14,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,1,1,0,1,1,0,0,1,0,0,5,0,0,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,162,2,13,0.19,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,162,7,37,0.24,1,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,3,1,0,0,3,0,0,3,0,0,20,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,162,4,20,0.41,3,0,0,2,0,0,0,1,0,0,0,1,9,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,162,2,7,0.94,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,128,6,6,1.16,1,-1,0,1,2,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,128,0,40,0.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,197,11,65,0.27,-7,-3,-1,-5,-2,0,0,-1,0,0,0,1,28,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,197,10,35,0.53,-6,-3,-1,-4,-2,0,0,-1,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,197,11,22,0.23,-8,0,-2,-7,0,0,0,-1,0,0,0,1,18,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,197,33,19,0.39,2,0,0,2,2,1,1,1,0,2,0,1,86,0,0,1,731,0,0,4,5,0,0,3,0,0,229,0,8,0,0,2,70,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,163,4,1,2.42,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,163,71,18,0.68,21,18,0,12,27,0,2,6,2,9,1,1,110,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,163,123,6,0.48,32,6,3,27,37,9,9,16,9,12,0,1,114,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,163,172,11,0.33,52,11,2,41,39,9,9,21,15,22,0,1,120,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,163,106,7,0.54,19,7,1,18,35,7,7,12,7,10,0,1,16,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163,108,7,0.52,20,7,1,19,35,7,7,12,7,9,0,1,18,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,163,111,7,0.51,23,7,1,21,35,7,7,13,7,10,0,1,18,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,163,18,13,0.23,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,0,0,0,0,0,1,0,0,1,0,0,15,0,0,2,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,163,15,8,0.64,2,-1,0,2,2,1,1,0,1,2,0,1,16,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,163,15,13,0.44,0,0,0,0,0,0,0,-1,0,0,0,1,112,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
5,163,20,12,0.62,8,2,1,5,2,0,0,0,0,0,1,1,126,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,146,165,11,0.54,-4,-3,-3,-5,-3,1,1,12,-3,4,1,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,146,10,30,0.23,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,2,0,0,0,1,0,0,2,0,0,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,157,2,23,0.32,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,2,0,0,0,1,0,0,0,0,0,12,0,0,3,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,157,2,12,0.49,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,241,0,0,0,1,0,0,1,0,0,25,1,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,187,45,26,0.22,-13,-2,0,-4,2,0,0,-2,0,-1,-1,1,114,0,0,0,4,0,0,0,1,0,0,1,0,0,7,0,0,0,12,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,187,174,13,0.26,34,-2,1,22,20,7,7,15,9,14,0,1,133,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,2,24,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36,187,4,24,0.46,0,0,0,0,0,0,0,0,0,0,0,1,128,0,0,1,11,0,0,0,1,0,0,1,0,0,30,0,7,0,0,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,128,3,14,0.25,2,1,0,2,0,0,0,1,2,1,0,1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,2,12,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,161,2,14,0.25,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,1,0,0,0,0,1,0,0,0,0,0,23,0,0,2,12,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7,161,18,22,0.3,9,-3,0,3,0,3,3,0,3,3,0,1,23,0,0,11,5,0,0,4,1,0,0,1,0,0,17,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,172,13,4,1.65,6,1,0,3,1,1,1,0,1,2,0,1,3,0,0,3,1,0,0,0,3,0,0,0,0,0,18,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,172,16,11,0.6,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,2,0,0,0,1,3,0,0,2,0,0,51,0,1,0,0,2,4,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,172,4,23,0.42,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,9,3,0,0,7,0,0,1,0,0,87,1,1,0,0,3,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,172,4,14,0.25,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,2,12,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,144,13,3,1.95,-6,-1,0,-3,-1,-1,-1,1,-1,-2,0,1,2,0,0,2,1,0,0,0,3,0,0,0,0,0,17,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,142,2,6,0.49,-2,0,0,-2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,142,73,5,1.03,11,5,1,10,35,5,5,8,5,7,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,142,63,23,1.19,14,23,0,11,32,1,1,5,6,7,2,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
12,142,22,9,0.59,7,1,0,4,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,142,15,12,0.63,-1,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1
11,143,11,10,0.88,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2,0,0,0,1,0,0,0,0,0,12,9,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1
7,143,46,18,0.24,11,3,0,3,-1,2,2,1,2,1,0,1,26,0,0,0,4,0,0,0,1,0,0,0,0,0,12,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,143,9,13,0.53,1,0,0,-1,2,0,0,0,0,1,0,1,39,0,0,29,24,2,0,2,5,0,0,2,0,0,72,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,143,22,22,0.23,3,1,1,5,0,0,0,3,4,2,0,1,16,0,0,0,8,0,0,0,1,0,0,1,0,0,15,0,0,4,0,1,12,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,143,61,15,0.25,19,1,1,18,6,1,1,8,1,6,0,1,37,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,2,14,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
174,143,10,19,0.39,4,0,0,3,0,0,0,1,0,0,0,1,86,0,0,1,691,0,0,4,5,0,0,3,0,0,228,0,8,0,0,2,70,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,143,21,15,0.37,6,0,0,5,8,1,1,0,1,4,0,1,6,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,171,40,15,0.25,-2,0,0,-1,0,0,0,0,0,-1,0,1,27,1,0,0,0,2,0,0,1,0,0,0,0,0,11,0,0,1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,171,2,13,0.53,2,0,0,1,0,0,0,0,0,0,0,1,39,1,0,29,24,2,0,2,5,0,0,2,0,0,72,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,142,2,36,0.19,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,4,2,0,0,2,0,0,1,0,0,9,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,147,3,23,0.36,1,0,0,1,2,0,0,0,0,0,0,1,24,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,147,200,27,0.31,99,27,12,60,44,5,5,20,5,7,2,1,28,0,0,121,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,147,2,23,0.4,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,3,0,0,0,1,0,0,1,0,0,15,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,147,5,10,0.75,1,0,0,1,0,0,0,0,0,0,0,1,17,0,0,1,26,0,0,0,1,0,0,0,0,0,23,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,147,21,13,0.53,2,0,0,0,-2,0,0,-1,0,2,0,1,39,0,0,129,24,2,0,2,5,0,0,2,0,0,72,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,147,176,22,0.22,40,3,9,37,0,-1,-1,0,-1,21,0,1,46,0,0,12,1,0,0,6,1,0,0,0,0,0,31,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,147,8,34,0.21,-2,0,0,0,-1,0,0,-1,0,0,0,1,76,0,0,1,1,0,0,0,2,0,0,1,0,0,17,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,159,88,11,0.98,0,1,0,0,3,-1,-1,0,-1,-1,0,1,24,0,0,0,2,0,0,0,1,0,0,0,0,0,18,6,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
8,159,47,24,0.27,-8,6,-3,-5,0,-3,-3,-4,-3,-3,1,1,18,0,0,0,2,0,0,0,1,0,0,0,0,0,10,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,159,2,25,0.37,2,0,0,1,1,0,0,0,0,0,0,1,21,0,0,0,9,0,0,0,1,0,0,1,0,0,10,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
